cost_id,project_id,contractor_id,material_id,cost_date,cost_category,planned_cost_myr,actual_cost_myr,quantity
CST000670,PRJ002,CON001,,2025-11-01,Subcontract,531152.03,475590.98,0.0
CST000671,PRJ002,CON011,MAT002,2025-11-02,Material,448138.13,439593.26,7.12
CST000672,PRJ002,CON001,MAT002,2025-11-03,Material,427349.15,459404.7,92.64
CST000673,PRJ002,CON003,,2025-11-04,Labour,505170.49,547860.87,0.0
CST000674,PRJ002,CON014,,2025-11-05,Labour,555394.26,640919.98,0.0
CST000675,PRJ002,CON004,,2025-11-06,Labour,554223.28,565940.27,0.0
CST000676,PRJ002,CON012,MAT011,2025-11-07,Material,599925.3,637179.43,151.3
CST000677,PRJ002,CON014,MAT004,2025-11-08,Material,510302.93,491112.5,25.34
CST000678,PRJ002,CON014,,2025-11-09,Equipment,704732.15,662417.41,0.0
CST000679,PRJ002,CON016,,2025-11-10,Subcontract,673359.44,788150.64,0.0
CST000680,PRJ002,CON015,,2025-11-11,Labour,685472.05,737456.5,0.0
CST000681,PRJ002,CON010,,2025-11-12,Equipment,430242.02,394389.0,0.0
CST000682,PRJ002,CON017,MAT004,2025-11-13,Material,689166.42,595913.01,69.58
CST000683,PRJ002,CON013,MAT001,2025-11-14,Material,506700.54,566660.19,31.0
CST000684,PRJ002,CON020,,2025-11-15,Labour,453281.76,515266.19,0.0
CST000685,PRJ002,CON001,,2025-11-16,Labour,619399.74,662792.44,0.0
CST000686,PRJ002,CON018,,2025-11-17,Labour,724129.4,874118.5,0.0
CST000687,PRJ002,CON006,,2025-11-18,Labour,541898.74,544344.54,0.0
CST000688,PRJ002,CON006,,2025-11-19,Site Overhead,418608.97,399721.18,0.0
CST000689,PRJ002,CON012,,2025-11-20,Labour,572526.32,669791.39,0.0
CST000690,PRJ002,CON013,,2025-11-21,Equipment,377521.07,421815.84,0.0
CST000691,PRJ002,CON010,MAT009,2025-11-22,Material,722466.38,815914.5,95.68
CST000692,PRJ002,CON014,,2025-11-23,Equipment,516241.06,450369.83,0.0
CST000693,PRJ002,CON011,,2025-11-24,Equipment,619566.59,668411.48,0.0
CST000694,PRJ002,CON005,MAT008,2025-11-25,Material,619051.17,748731.83,18.96
CST000695,PRJ002,CON014,MAT012,2025-11-26,Material,413615.91,384269.24,112.35
CST000696,PRJ002,CON014,,2025-11-27,Labour,706330.69,611406.08,0.0
CST000697,PRJ002,CON002,MAT007,2025-11-28,Material,436023.01,525853.12,107.2
CST000698,PRJ002,CON007,,2025-11-29,Site Overhead,575932.81,581234.84,0.0
CST000699,PRJ002,CON020,,2025-11-30,Equipment,562220.78,511558.91,0.0
CST000700,PRJ002,CON011,MAT009,2025-12-01,Material,632451.55,692694.38,92.67
CST000701,PRJ002,CON003,MAT005,2025-12-02,Material,570599.53,552317.29,43.88
CST000702,PRJ002,CON003,,2025-12-03,Equipment,431712.38,396897.25,0.0
CST000703,PRJ002,CON008,,2025-12-04,Subcontract,618784.27,702825.39,0.0
CST000704,PRJ002,CON009,MAT005,2025-12-05,Material,459627.32,406690.37,149.49
CST000705,PRJ002,CON004,,2025-12-06,Subcontract,459184.8,476106.24,0.0
CST000706,PRJ002,CON020,MAT002,2025-12-07,Material,550202.02,662952.04,51.73
CST000707,PRJ002,CON020,,2025-12-08,Labour,579228.39,511399.84,0.0
CST000708,PRJ002,CON006,,2025-12-09,Labour,477634.75,446261.87,0.0
CST000709,PRJ002,CON017,,2025-12-10,Equipment,528194.95,531258.52,0.0
CST000710,PRJ002,CON014,,2025-12-11,Site Overhead,466778.66,412646.52,0.0
CST000711,PRJ002,CON007,,2025-12-12,Labour,677633.5,789109.49,0.0
CST000712,PRJ002,CON010,,2025-12-13,Labour,552136.54,607699.07,0.0
CST000713,PRJ002,CON002,MAT002,2025-12-14,Material,614399.98,744783.26,54.9
CST000714,PRJ002,CON019,,2025-12-15,Labour,699391.98,716446.13,0.0
CST000715,PRJ002,CON014,,2025-12-16,Subcontract,563888.79,497421.02,0.0
CST000716,PRJ002,CON016,,2025-12-17,Labour,657025.33,695816.8,0.0
CST000717,PRJ002,CON003,MAT004,2025-12-18,Material,443808.81,514028.9,46.63
CST000718,PRJ002,CON009,,2025-12-19,Labour,507621.03,604793.91,0.0
CST000719,PRJ002,CON018,,2025-12-20,Labour,422642.2,417298.04,0.0
CST000720,PRJ002,CON002,,2025-12-21,Labour,356521.11,325370.91,0.0
CST000721,PRJ002,CON020,,2025-12-22,Equipment,426890.93,425185.24,0.0
CST000722,PRJ002,CON015,,2025-12-23,Labour,431684.56,526016.16,0.0
CST000723,PRJ002,CON014,MAT006,2025-12-24,Material,718872.18,655573.27,84.99
CST000724,PRJ002,CON011,,2025-12-25,Labour,662057.13,570345.46,0.0
CST000725,PRJ002,CON012,,2025-12-26,Labour,484499.89,530197.5,0.0
CST000726,PRJ002,CON012,MAT005,2025-12-27,Material,464194.28,517860.01,29.39
CST000727,PRJ002,CON006,,2025-12-28,Labour,578241.04,604923.17,0.0
CST000728,PRJ002,CON016,MAT005,2025-12-29,Material,497307.49,441981.78,128.84
CST000729,PRJ002,CON020,,2025-12-30,Labour,654956.55,566550.26,0.0
CST000730,PRJ002,CON011,MAT005,2025-12-31,Material,630911.27,601769.06,9.62
CST000731,PRJ003,CON016,MAT010,2025-01-01,Material,955951.43,937788.79,96.62
CST000732,PRJ003,CON004,,2025-01-02,Labour,1271848.27,1364814.44,0.0
CST000733,PRJ003,CON005,MAT008,2025-01-03,Material,673514.78,620197.32,62.77
CST000734,PRJ003,CON009,,2025-01-04,Labour,671986.62,709997.58,0.0
CST000735,PRJ003,CON009,MAT003,2025-01-05,Material,1055342.32,908132.04,126.56
CST000736,PRJ003,CON016,,2025-01-06,Equipment,974580.53,1019462.92,0.0
CST000737,PRJ003,CON018,,2025-01-07,Labour,1055256.68,1014711.08,0.0
CST000738,PRJ003,CON019,,2025-01-08,Labour,943360.21,907607.51,0.0
CST000739,PRJ003,CON009,MAT001,2025-01-09,Material,941109.92,813329.04,53.22
CST000740,PRJ003,CON010,MAT005,2025-01-10,Material,1136420.45,1382868.19,77.23
CST000741,PRJ003,CON014,MAT001,2025-01-11,Material,1073415.2,1303229.68,137.79
CST000742,PRJ003,CON015,,2025-01-12,Equipment,693839.7,665455.91,0.0
CST000743,PRJ003,CON011,MAT007,2025-01-13,Material,1327537.92,1240517.19,123.2
CST000744,PRJ003,CON018,MAT005,2025-01-14,Material,1205667.43,1306149.81,134.91
CST000745,PRJ003,CON007,,2025-01-15,Site Overhead,888470.66,801281.61,0.0
CST000746,PRJ003,CON019,MAT002,2025-01-16,Material,954040.46,1030457.14,129.77
CST000747,PRJ003,CON008,,2025-01-17,Equipment,747057.22,782349.42,0.0
CST000748,PRJ003,CON017,,2025-01-18,Labour,964914.95,979367.3,0.0
CST000749,PRJ003,CON010,MAT008,2025-01-19,Material,1263070.85,1219959.81,156.24
CST000750,PRJ003,CON003,,2025-01-20,Labour,778033.19,731319.04,0.0
CST000751,PRJ003,CON016,,2025-01-21,Subcontract,1280011.37,1207011.43,0.0
CST000752,PRJ003,CON016,,2025-01-22,Subcontract,902011.82,1058757.92,0.0
CST000753,PRJ003,CON011,,2025-01-23,Site Overhead,1309676.65,1476118.81,0.0
CST000754,PRJ003,CON008,,2025-01-24,Labour,1326993.97,1273148.31,0.0
CST000755,PRJ003,CON006,MAT012,2025-01-25,Material,717525.71,826058.91,81.9
CST000756,PRJ003,CON009,MAT004,2025-01-26,Material,1041706.96,1188337.32,61.29
CST000757,PRJ003,CON007,,2025-01-27,Subcontract,1222466.8,1247386.47,0.0
CST000758,PRJ003,CON001,MAT011,2025-01-28,Material,1107161.62,1111463.45,103.92
CST000759,PRJ003,CON010,,2025-01-29,Equipment,853956.58,964022.01,0.0
CST000760,PRJ003,CON012,MAT004,2025-01-30,Material,657319.76,622167.89,134.83
CST000761,PRJ003,CON003,MAT006,2025-01-31,Material,1158633.19,1007195.54,36.87
CST000762,PRJ003,CON001,MAT010,2025-02-01,Material,910872.68,1099711.82,22.97
CST000763,PRJ003,CON007,MAT010,2025-02-02,Material,1034101.73,1119921.78,68.76
CST000764,PRJ003,CON011,,2025-02-03,Labour,777550.2,807339.2,0.0
CST000765,PRJ003,CON013,,2025-02-04,Subcontract,1050692.67,1165508.44,0.0
CST000766,PRJ003,CON012,MAT003,2025-02-05,Material,804509.96,962408.47,103.49
CST000767,PRJ003,CON013,MAT006,2025-02-06,Material,1230634.91,1108676.01,91.95
CST000768,PRJ003,CON008,,2025-02-07,Subcontract,735919.79,671181.62,0.0
CST000769,PRJ003,CON018,,2025-02-08,Labour,1063808.42,1092424.72,0.0
CST000770,PRJ003,CON016,,2025-02-09,Site Overhead,1181420.0,1158497.81,0.0
CST000771,PRJ003,CON017,,2025-02-10,Labour,1066422.35,1205665.28,0.0
CST000772,PRJ003,CON020,,2025-02-11,Equipment,1094814.36,1268658.59,0.0
CST000773,PRJ003,CON012,,2025-02-12,Site Overhead,741303.02,732448.22,0.0
CST000774,PRJ003,CON004,,2025-02-13,Equipment,854044.61,870665.75,0.0
CST000775,PRJ003,CON019,MAT010,2025-02-14,Material,762041.61,737994.34,34.08
CST000776,PRJ003,CON007,,2025-02-15,Labour,1217730.73,1171147.15,0.0
CST000777,PRJ003,CON019,,2025-02-16,Subcontract,1313582.13,1286661.71,0.0
CST000778,PRJ003,CON020,,2025-02-17,Labour,1088440.8,1324441.82,0.0
CST000779,PRJ003,CON003,,2025-02-18,Subcontract,799930.8,762045.89,0.0
CST000780,PRJ003,CON006,,2025-02-19,Site Overhead,810781.05,846018.82,0.0
CST000781,PRJ003,CON008,MAT002,2025-02-20,Material,879590.27,946416.19,68.27
CST000782,PRJ003,CON009,MAT002,2025-02-21,Material,887279.39,1004082.13,83.43
CST000783,PRJ003,CON011,MAT007,2025-02-22,Material,662590.5,762866.31,37.53
CST000784,PRJ003,CON008,,2025-02-23,Subcontract,807904.76,799511.94,0.0
CST000785,PRJ003,CON008,,2025-02-24,Equipment,770603.54,934231.04,0.0
CST000786,PRJ003,CON005,,2025-02-25,Labour,1313801.27,1162400.85,0.0
CST000787,PRJ003,CON007,,2025-02-26,Labour,820603.6,999561.67,0.0
CST000788,PRJ003,CON003,MAT008,2025-02-27,Material,808884.6,716766.34,157.25
CST000789,PRJ003,CON007,,2025-02-28,Labour,961212.25,1144418.98,0.0
CST000790,PRJ003,CON001,,2025-03-01,Equipment,821147.5,770943.99,0.0
CST000791,PRJ003,CON016,,2025-03-02,Equipment,1157793.25,1228702.87,0.0
CST000792,PRJ003,CON005,,2025-03-03,Labour,1150475.76,1237752.25,0.0
CST000793,PRJ003,CON005,MAT012,2025-03-04,Material,690255.87,753326.53,123.1
CST000794,PRJ003,CON020,,2025-03-05,Equipment,795480.77,822524.71,0.0
CST000795,PRJ003,CON015,MAT007,2025-03-06,Material,1018661.37,900735.67,144.68
CST000796,PRJ003,CON012,MAT005,2025-03-07,Material,1171651.98,1087721.8,56.64
CST000797,PRJ003,CON003,,2025-03-08,Labour,1246339.38,1377375.13,0.0
CST000798,PRJ003,CON007,MAT003,2025-03-09,Material,1255104.37,1259853.89,147.38
CST000799,PRJ003,CON010,,2025-03-10,Equipment,1272223.22,1237627.94,0.0
CST000800,PRJ003,CON006,MAT004,2025-03-11,Material,1167190.1,1229395.37,68.3
CST000801,PRJ003,CON018,MAT003,2025-03-12,Material,678196.87,666789.72,109.04
CST000802,PRJ003,CON001,,2025-03-13,Subcontract,722228.09,641189.55,0.0
CST000803,PRJ003,CON017,,2025-03-14,Equipment,703109.49,777874.3,0.0
CST000804,PRJ003,CON008,,2025-03-15,Subcontract,767575.38,683441.56,0.0
CST000805,PRJ003,CON001,,2025-03-16,Labour,1285048.89,1488707.99,0.0
CST000806,PRJ003,CON006,,2025-03-17,Labour,749612.69,704360.99,0.0
CST000807,PRJ003,CON006,,2025-03-18,Labour,1254697.91,1088067.66,0.0
CST000808,PRJ003,CON018,,2025-03-19,Labour,1212326.02,1228412.38,0.0
CST000809,PRJ003,CON020,,2025-03-20,Labour,1193106.21,1136216.87,0.0
CST000810,PRJ003,CON018,,2025-03-21,Equipment,1319328.32,1529727.2,0.0
CST000811,PRJ003,CON013,,2025-03-22,Labour,923907.8,1026264.69,0.0
CST000812,PRJ003,CON003,MAT004,2025-03-23,Material,1099143.78,1080643.25,41.84
CST000813,PRJ003,CON002,,2025-03-24,Site Overhead,1224114.1,1186580.36,0.0
CST000814,PRJ003,CON019,,2025-03-25,Labour,1149058.86,1079474.39,0.0
CST000815,PRJ003,CON013,,2025-03-26,Equipment,829436.39,798306.97,0.0
CST000816,PRJ003,CON017,,2025-03-27,Labour,862188.76,926923.95,0.0
CST000817,PRJ003,CON004,,2025-03-28,Site Overhead,1140211.66,1064278.49,0.0
CST000818,PRJ003,CON008,MAT006,2025-03-29,Material,1028035.28,924136.11,64.26
CST000819,PRJ003,CON003,,2025-03-30,Labour,744666.72,687053.73,0.0
CST000820,PRJ003,CON014,,2025-03-31,Site Overhead,1090963.52,1324975.7,0.0
CST000821,PRJ003,CON006,MAT010,2025-04-01,Material,687697.68,616778.21,140.21
CST000822,PRJ003,CON020,,2025-04-02,Site Overhead,1090327.51,1302315.88,0.0
CST000823,PRJ003,CON003,,2025-04-03,Equipment,803459.66,790288.95,0.0
CST000824,PRJ003,CON010,,2025-04-04,Subcontract,925316.78,1019137.58,0.0
CST000825,PRJ003,CON018,,2025-04-05,Subcontract,647445.45,593679.96,0.0
CST000826,PRJ003,CON002,,2025-04-06,Subcontract,1029711.89,1063560.57,0.0
CST000827,PRJ003,CON002,,2025-04-07,Labour,1299745.16,1339499.67,0.0
CST000828,PRJ003,CON011,,2025-04-08,Equipment,793232.17,749878.78,0.0
CST000829,PRJ003,CON012,,2025-04-09,Subcontract,840594.17,822410.43,0.0
CST000830,PRJ003,CON001,MAT005,2025-04-10,Material,1025476.3,883691.54,63.71
CST000831,PRJ003,CON012,,2025-04-11,Equipment,676488.77,757116.23,0.0
CST000832,PRJ003,CON017,,2025-04-12,Subcontract,1106352.0,1175128.83,0.0
CST000833,PRJ003,CON009,MAT009,2025-04-13,Material,1129635.32,981524.74,18.49
CST000834,PRJ003,CON011,MAT007,2025-04-14,Material,878315.34,895357.84,105.76
CST000835,PRJ003,CON019,MAT002,2025-04-15,Material,817012.44,951831.67,109.16
CST000836,PRJ003,CON014,,2025-04-16,Labour,829350.2,745531.63,0.0
CST000837,PRJ003,CON009,,2025-04-17,Equipment,1008012.1,1161284.76,0.0
CST000838,PRJ003,CON005,MAT001,2025-04-18,Material,1149240.74,1196432.25,88.15
CST000839,PRJ003,CON011,MAT004,2025-04-19,Material,855772.15,999132.37,89.95
CST000840,PRJ003,CON009,,2025-04-20,Labour,663968.54,748250.85,0.0
CST000841,PRJ003,CON017,,2025-04-21,Equipment,965158.74,1168878.62,0.0
CST000842,PRJ003,CON009,MAT005,2025-04-22,Material,938557.1,994783.63,96.62
CST000843,PRJ003,CON013,,2025-04-23,Site Overhead,805316.23,735642.4,0.0
CST000844,PRJ003,CON016,MAT006,2025-04-24,Material,1300959.59,1441360.86,115.55
CST000845,PRJ003,CON020,,2025-04-25,Labour,785558.43,762268.6,0.0
CST000846,PRJ003,CON009,,2025-04-26,Equipment,770105.46,716682.03,0.0
CST000847,PRJ003,CON004,MAT005,2025-04-27,Material,1256064.77,1142915.7,105.2
CST000848,PRJ003,CON011,,2025-04-28,Labour,794262.59,771448.64,0.0
CST000849,PRJ003,CON012,MAT012,2025-04-29,Material,1206850.46,1119236.45,104.68
CST000850,PRJ003,CON015,,2025-04-30,Equipment,1101954.69,979302.69,0.0
CST000851,PRJ003,CON007,,2025-05-01,Labour,703577.4,676956.32,0.0
CST000852,PRJ003,CON009,,2025-05-02,Labour,1262975.66,1492539.02,0.0
CST000853,PRJ003,CON012,,2025-05-03,Equipment,1331642.73,1341855.59,0.0
CST000854,PRJ003,CON014,MAT012,2025-05-04,Material,1191732.79,1052528.68,147.69
CST000855,PRJ003,CON013,,2025-05-05,Equipment,815286.66,775960.99,0.0
CST000856,PRJ003,CON011,,2025-05-06,Equipment,751260.47,731144.82,0.0
CST000857,PRJ003,CON011,,2025-05-07,Equipment,746270.14,870072.66,0.0
CST000858,PRJ003,CON009,MAT006,2025-05-08,Material,1300495.53,1543313.15,17.46
CST000859,PRJ003,CON004,,2025-05-09,Equipment,1189039.82,1074782.92,0.0
CST000860,PRJ003,CON018,MAT009,2025-05-10,Material,1279282.38,1122197.62,83.54
CST000861,PRJ003,CON013,,2025-05-11,Subcontract,1316184.3,1205807.98,0.0
CST000862,PRJ003,CON016,MAT006,2025-05-12,Material,751466.52,736625.1,143.45
CST000863,PRJ003,CON002,MAT010,2025-05-13,Material,1028047.24,1244288.56,98.77
CST000864,PRJ003,CON003,,2025-05-14,Site Overhead,1030910.01,1222138.47,0.0
CST000865,PRJ003,CON008,,2025-05-15,Labour,1084331.38,1260469.75,0.0
CST000866,PRJ003,CON016,,2025-05-16,Labour,953597.92,859692.19,0.0
CST000867,PRJ003,CON008,,2025-05-17,Labour,1129073.26,1359820.42,0.0
CST000868,PRJ003,CON013,,2025-05-18,Labour,809803.83,806884.32,0.0
CST000869,PRJ003,CON018,,2025-05-19,Labour,1226921.17,1141063.51,0.0
CST000870,PRJ003,CON003,,2025-05-20,Equipment,728887.38,734510.74,0.0
CST000871,PRJ003,CON002,MAT008,2025-05-21,Material,972906.76,1070810.23,91.15
CST000872,PRJ003,CON008,,2025-05-22,Labour,887590.6,974109.31,0.0
CST000873,PRJ003,CON001,,2025-05-23,Labour,837121.64,751976.57,0.0
CST000874,PRJ003,CON007,,2025-05-24,Labour,1323204.07,1355058.34,0.0
CST000875,PRJ003,CON011,,2025-05-25,Labour,646602.88,730829.83,0.0
CST000876,PRJ003,CON002,,2025-05-26,Equipment,1312954.04,1139114.66,0.0
CST000877,PRJ003,CON003,,2025-05-27,Equipment,869250.72,767512.16,0.0
CST000878,PRJ003,CON002,MAT004,2025-05-28,Material,1246925.13,1358251.07,134.83
CST000879,PRJ003,CON016,MAT012,2025-05-29,Material,1188255.8,1240451.89,102.9
CST000880,PRJ003,CON016,,2025-05-30,Site Overhead,841598.17,906827.56,0.0
CST000881,PRJ003,CON017,,2025-05-31,Subcontract,1295141.15,1297995.58,0.0
CST000882,PRJ003,CON013,,2025-06-01,Equipment,841711.04,920643.79,0.0
CST000883,PRJ003,CON020,MAT003,2025-06-02,Material,1201325.4,1247867.41,147.64
CST000884,PRJ003,CON013,MAT002,2025-06-03,Material,688620.73,816941.14,26.5
CST000885,PRJ003,CON010,,2025-06-04,Labour,1136242.55,1007512.34,0.0
CST000886,PRJ003,CON005,MAT012,2025-06-05,Material,1009775.87,1130028.33,30.52
CST000887,PRJ003,CON017,MAT003,2025-06-06,Material,1198752.68,1443702.2,147.19
CST000888,PRJ003,CON014,,2025-06-07,Site Overhead,1216250.15,1174104.33,0.0
CST000889,PRJ003,CON004,,2025-06-08,Equipment,1225236.69,1416771.16,0.0
CST000890,PRJ003,CON004,,2025-06-09,Equipment,1214420.91,1353569.05,0.0
CST000891,PRJ003,CON014,,2025-06-10,Labour,959308.73,836694.3,0.0
CST000892,PRJ003,CON017,,2025-06-11,Labour,1014924.78,890182.87,0.0
CST000893,PRJ003,CON019,MAT011,2025-06-12,Material,743364.81,866119.83,113.49
CST000894,PRJ003,CON020,MAT006,2025-06-13,Material,1014160.68,1077796.59,105.52
CST000895,PRJ003,CON015,,2025-06-14,Subcontract,852739.57,1016412.49,0.0
CST000896,PRJ003,CON006,MAT006,2025-06-15,Material,888893.12,865866.36,53.27
CST000897,PRJ003,CON012,,2025-06-16,Subcontract,1028839.5,1243200.61,0.0
CST000898,PRJ003,CON007,MAT002,2025-06-17,Material,958186.85,956064.09,19.88
CST000899,PRJ003,CON014,,2025-06-18,Equipment,805727.12,749114.59,0.0
CST000900,PRJ003,CON005,MAT009,2025-06-19,Material,998828.4,1156355.36,109.88
CST000901,PRJ003,CON019,,2025-06-20,Site Overhead,902424.32,1072367.8,0.0
CST000902,PRJ003,CON016,,2025-06-21,Labour,1218606.19,1259237.73,0.0
CST000903,PRJ003,CON004,,2025-06-22,Equipment,1126534.45,1328125.11,0.0
CST000904,PRJ003,CON016,,2025-06-23,Subcontract,862923.43,1044421.69,0.0
CST000905,PRJ003,CON004,,2025-06-24,Equipment,1175624.05,1374536.42,0.0
CST000906,PRJ003,CON012,MAT002,2025-06-25,Material,1278036.95,1446985.29,134.57
CST000907,PRJ003,CON010,,2025-06-26,Labour,1003890.57,1006930.43,0.0
CST000908,PRJ003,CON006,,2025-06-27,Subcontract,1033060.82,1034242.53,0.0
CST000909,PRJ003,CON010,,2025-06-28,Site Overhead,1064825.02,1003525.8,0.0
CST000910,PRJ003,CON010,MAT001,2025-06-29,Material,1149800.14,1099879.61,53.11
CST000911,PRJ003,CON009,MAT002,2025-06-30,Material,1032722.79,1142178.0,77.36
CST000912,PRJ003,CON012,,2025-07-01,Labour,840418.17,956581.81,0.0
CST000913,PRJ003,CON019,,2025-07-02,Labour,691961.93,827710.11,0.0
CST000914,PRJ003,CON002,,2025-07-03,Labour,1317614.64,1526008.53,0.0
CST000915,PRJ003,CON003,,2025-07-04,Labour,1316238.78,1252712.11,0.0
CST000916,PRJ003,CON005,MAT004,2025-07-05,Material,1221437.91,1339291.17,98.1
CST000917,PRJ003,CON007,,2025-07-06,Labour,1052346.04,1155440.16,0.0
CST000918,PRJ003,CON005,,2025-07-07,Equipment,1074241.61,927539.93,0.0
CST000919,PRJ003,CON011,,2025-07-08,Site Overhead,949021.93,895550.64,0.0
CST000920,PRJ003,CON014,MAT002,2025-07-09,Material,847067.53,970360.25,52.7
CST000921,PRJ003,CON013,,2025-07-10,Labour,1130306.99,1266456.44,0.0
CST000922,PRJ003,CON020,MAT005,2025-07-11,Material,681664.76,593300.72,48.94
CST000923,PRJ003,CON010,MAT003,2025-07-12,Material,1032048.09,1222268.39,17.13
CST000924,PRJ003,CON011,,2025-07-13,Equipment,1105716.94,1214324.23,0.0
CST000925,PRJ003,CON018,MAT009,2025-07-14,Material,853077.59,764240.32,67.28
CST000926,PRJ003,CON019,MAT007,2025-07-15,Material,826567.46,945091.49,23.43
CST000927,PRJ003,CON009,MAT004,2025-07-16,Material,758594.06,858944.27,30.0
CST000928,PRJ003,CON019,MAT001,2025-07-17,Material,969957.04,1045843.38,157.03
CST000929,PRJ003,CON013,,2025-07-18,Labour,896370.47,900183.98,0.0
CST000930,PRJ003,CON017,,2025-07-19,Labour,802888.77,866182.86,0.0
CST000931,PRJ003,CON003,,2025-07-20,Labour,1037230.15,1059802.04,0.0
CST000932,PRJ003,CON001,MAT007,2025-07-21,Material,1228248.23,1288052.26,114.26
CST000933,PRJ003,CON004,,2025-07-22,Subcontract,917310.58,814950.4,0.0
CST000934,PRJ003,CON008,MAT005,2025-07-23,Material,872457.21,849281.51,139.16
CST000935,PRJ003,CON018,,2025-07-24,Labour,1084983.0,1060666.51,0.0
CST000936,PRJ003,CON001,,2025-07-25,Site Overhead,772253.45,865400.94,0.0
CST000937,PRJ003,CON012,,2025-07-26,Site Overhead,1327813.3,1521317.28,0.0
CST000938,PRJ003,CON006,,2025-07-27,Labour,965201.42,1126993.0,0.0
CST000939,PRJ003,CON013,,2025-07-28,Subcontract,1193355.52,1160736.07,0.0
CST000940,PRJ003,CON016,,2025-07-29,Labour,864064.32,959578.16,0.0
CST000941,PRJ003,CON010,,2025-07-30,Labour,1154066.45,1011067.08,0.0
CST000942,PRJ003,CON010,MAT004,2025-07-31,Material,737353.42,832622.77,82.97
CST000943,PRJ003,CON017,,2025-08-01,Subcontract,1123280.89,1350616.58,0.0
CST000944,PRJ003,CON006,,2025-08-02,Labour,687769.62,770128.04,0.0
CST000945,PRJ003,CON006,,2025-08-03,Labour,1289224.67,1386440.16,0.0
CST000946,PRJ003,CON002,MAT010,2025-08-04,Material,947690.09,998822.68,118.9
CST000947,PRJ003,CON016,,2025-08-05,Labour,1252157.55,1399746.33,0.0
CST000948,PRJ003,CON009,,2025-08-06,Equipment,805775.02,719110.58,0.0
CST000949,PRJ003,CON002,,2025-08-07,Equipment,744889.16,908547.95,0.0
CST000950,PRJ003,CON009,,2025-08-08,Site Overhead,661444.06,741492.5,0.0
CST000951,PRJ003,CON020,MAT004,2025-08-09,Material,1214888.78,1435695.83,42.25
CST000952,PRJ003,CON001,,2025-08-10,Labour,951175.9,996695.3,0.0
CST000953,PRJ003,CON001,,2025-08-11,Labour,1214531.43,1452862.29,0.0
CST000954,PRJ003,CON009,,2025-08-12,Subcontract,1108400.93,1189344.9,0.0
CST000955,PRJ003,CON008,,2025-08-13,Subcontract,967979.58,1023326.51,0.0
CST000956,PRJ003,CON006,,2025-08-14,Equipment,751146.09,711739.59,0.0
CST000957,PRJ003,CON008,MAT005,2025-08-15,Material,773816.76,905306.01,42.13
CST000958,PRJ003,CON008,MAT003,2025-08-16,Material,1211169.68,1089955.02,136.1
CST000959,PRJ003,CON007,MAT008,2025-08-17,Material,1137161.23,981441.48,88.83
CST000960,PRJ003,CON006,MAT009,2025-08-18,Material,717153.53,827827.46,87.77
CST000961,PRJ003,CON005,MAT001,2025-08-19,Material,667387.35,716384.53,124.3
CST000962,PRJ003,CON001,MAT012,2025-08-20,Material,694568.94,780458.85,43.7
CST000963,PRJ003,CON010,,2025-08-21,Equipment,702965.22,632186.88,0.0
CST000964,PRJ003,CON018,,2025-08-22,Labour,851009.57,941506.65,0.0
CST000965,PRJ003,CON011,,2025-08-23,Labour,1295768.39,1125093.98,0.0
CST000966,PRJ003,CON002,MAT011,2025-08-24,Material,901998.36,1091619.12,28.26
CST000967,PRJ003,CON011,,2025-08-25,Labour,1291545.47,1177478.96,0.0
CST000968,PRJ003,CON020,,2025-08-26,Labour,672666.12,778597.96,0.0
CST000969,PRJ003,CON004,,2025-08-27,Labour,1293322.78,1397021.42,0.0
CST000970,PRJ003,CON012,MAT005,2025-08-28,Material,982645.37,963448.49,42.68
CST000971,PRJ003,CON016,MAT006,2025-08-29,Material,740683.7,731844.84,59.02
CST000972,PRJ003,CON009,,2025-08-30,Equipment,1184871.56,1354069.26,0.0
CST000973,PRJ003,CON020,,2025-08-31,Subcontract,1310213.85,1422427.45,0.0
CST000974,PRJ003,CON019,,2025-09-01,Labour,1061328.96,988331.03,0.0
CST000975,PRJ003,CON004,MAT002,2025-09-02,Material,1130869.04,1120360.57,61.23
CST000976,PRJ003,CON001,,2025-09-03,Subcontract,1048350.68,981122.99,0.0
CST000977,PRJ003,CON019,,2025-09-04,Labour,727028.14,862514.79,0.0
CST000978,PRJ003,CON005,,2025-09-05,Site Overhead,823833.7,945539.01,0.0
CST000979,PRJ003,CON007,,2025-09-06,Labour,975054.32,968148.24,0.0
CST000980,PRJ003,CON007,,2025-09-07,Site Overhead,1139141.87,1084554.25,0.0
CST000981,PRJ003,CON009,,2025-09-08,Equipment,730777.21,872061.47,0.0
CST000982,PRJ003,CON009,,2025-09-09,Labour,829710.31,759893.16,0.0
CST000983,PRJ003,CON019,,2025-09-10,Site Overhead,852551.41,777037.8,0.0
CST000984,PRJ003,CON017,,2025-09-11,Labour,706316.4,777387.48,0.0
CST000985,PRJ003,CON015,,2025-09-12,Labour,1216183.68,1292286.91,0.0
CST000986,PRJ003,CON017,MAT003,2025-09-13,Material,1009297.9,1075701.51,45.67
CST000987,PRJ003,CON008,MAT010,2025-09-14,Material,689115.24,821207.23,126.93
CST000988,PRJ003,CON004,,2025-09-15,Subcontract,982898.56,882346.33,0.0
CST000989,PRJ003,CON019,MAT003,2025-09-16,Material,1140142.63,1136430.92,134.38
CST000990,PRJ003,CON005,MAT011,2025-09-17,Material,821505.59,951666.95,105.42
