report_id,project_id,report_date,planned_progress_pct,actual_progress_pct,work_completed_qty,workers_on_site,weather,delay_hours
DPR001133,PRJ004,2025-02-07,26.7,26.19,163.52,144,Light Rain,0.72
DPR001134,PRJ004,2025-02-08,26.8,26.8,116.43,60,Light Rain,0.05
DPR001135,PRJ004,2025-02-09,26.91,26.85,194.19,199,Light Rain,0.86
DPR001136,PRJ004,2025-02-10,27.02,27.05,289.85,47,Clear,0.0
DPR001137,PRJ004,2025-02-11,27.13,27.3,253.77,55,Clear,0.92
DPR001138,PRJ004,2025-02-12,27.24,26.87,86.83,79,Cloudy,0.0
DPR001139,PRJ004,2025-02-13,27.35,27.53,201.67,114,Cloudy,0.08
DPR001140,PRJ004,2025-02-14,27.46,27.44,281.02,47,Clear,0.0
DPR001141,PRJ004,2025-02-15,27.57,27.94,226.18,198,Heavy Rain,0.2
DPR001142,PRJ004,2025-02-16,27.68,28.28,302.14,213,Clear,0.18
DPR001143,PRJ004,2025-02-17,27.79,27.77,458.66,138,Light Rain,0.09
DPR001144,PRJ004,2025-02-18,27.9,27.82,419.1,111,Clear,0.0
DPR001145,PRJ004,2025-02-19,28.01,27.74,340.67,67,Clear,1.45
DPR001146,PRJ004,2025-02-20,28.12,27.98,272.99,98,Clear,0.7
DPR001147,PRJ004,2025-02-21,28.23,28.1,357.68,89,Clear,0.0
DPR001148,PRJ004,2025-02-22,28.33,28.59,119.78,83,Clear,0.0
DPR001149,PRJ004,2025-02-23,28.44,27.86,104.74,179,Cloudy,0.0
DPR001150,PRJ004,2025-02-24,28.55,28.57,379.12,52,Clear,0.74
DPR001151,PRJ004,2025-02-25,28.66,27.55,393.1,88,Clear,0.1
DPR001152,PRJ004,2025-02-26,28.77,28.85,78.18,168,Cloudy,0.86
DPR001153,PRJ004,2025-02-27,28.88,28.83,449.52,63,Cloudy,0.0
DPR001154,PRJ004,2025-02-28,28.99,29.3,431.75,162,Cloudy,0.0
DPR001155,PRJ004,2025-03-01,29.1,28.98,345.85,157,Clear,0.32
DPR001156,PRJ004,2025-03-02,29.21,28.92,224.37,216,Heavy Rain,0.53
DPR001157,PRJ004,2025-03-03,29.32,29.82,200.32,218,Clear,0.0
DPR001158,PRJ004,2025-03-04,29.43,29.25,328.95,114,Clear,0.86
DPR001159,PRJ004,2025-03-05,29.54,30.22,151.83,165,Cloudy,0.87
DPR001160,PRJ004,2025-03-06,29.65,29.56,121.7,150,Cloudy,0.91
DPR001161,PRJ004,2025-03-07,29.76,29.63,385.76,147,Cloudy,1.84
DPR001162,PRJ004,2025-03-08,29.86,29.76,256.75,62,Cloudy,0.77
DPR001163,PRJ004,2025-03-09,29.97,29.72,336.42,106,Clear,0.0
DPR001164,PRJ004,2025-03-10,30.08,29.71,49.39,108,Cloudy,0.32
DPR001165,PRJ004,2025-03-11,30.19,30.3,145.22,86,Cloudy,0.83
DPR001166,PRJ004,2025-03-12,30.3,29.83,229.18,63,Clear,0.0
DPR001167,PRJ004,2025-03-13,30.41,30.62,99.94,139,Clear,1.89
DPR001168,PRJ004,2025-03-14,30.52,30.14,236.25,129,Clear,0.0
DPR001169,PRJ004,2025-03-15,30.63,29.79,399.23,186,Clear,0.0
DPR001170,PRJ004,2025-03-16,30.74,30.94,332.57,76,Light Rain,0.0
DPR001171,PRJ004,2025-03-17,30.85,30.85,113.88,113,Light Rain,0.62
DPR001172,PRJ004,2025-03-18,30.96,31.24,452.22,41,Heavy Rain,1.05
DPR001173,PRJ004,2025-03-19,31.07,30.98,405.79,69,Clear,1.64
DPR001174,PRJ004,2025-03-20,31.18,31.21,444.3,72,Cloudy,2.21
DPR001175,PRJ004,2025-03-21,31.29,31.67,144.17,52,Clear,0.37
DPR001176,PRJ004,2025-03-22,31.39,31.08,236.71,198,Light Rain,0.0
DPR001177,PRJ004,2025-03-23,31.5,31.04,51.61,66,Cloudy,1.05
DPR001178,PRJ004,2025-03-24,31.61,31.87,46.49,40,Clear,0.0
DPR001179,PRJ004,2025-03-25,31.72,31.92,327.11,70,Clear,0.08
DPR001180,PRJ004,2025-03-26,31.83,31.71,208.35,173,Clear,0.0
DPR001181,PRJ004,2025-03-27,31.94,32.13,259.58,73,Clear,0.14
DPR001182,PRJ004,2025-03-28,32.05,32.48,448.2,214,Light Rain,1.82
DPR001183,PRJ004,2025-03-29,32.16,32.07,389.23,93,Cloudy,0.0
DPR001184,PRJ004,2025-03-30,32.27,31.47,125.97,183,Cloudy,0.01
DPR001185,PRJ004,2025-03-31,32.38,32.08,356.53,190,Cloudy,1.66
DPR001186,PRJ004,2025-04-01,32.49,33.15,350.69,51,Clear,0.0
DPR001187,PRJ004,2025-04-02,32.6,32.87,102.95,60,Cloudy,0.0
DPR001188,PRJ004,2025-04-03,32.71,33.2,252.49,162,Cloudy,0.0
DPR001189,PRJ004,2025-04-04,32.82,32.72,420.03,86,Cloudy,0.0
DPR001190,PRJ004,2025-04-05,32.92,32.43,292.67,55,Clear,0.0
DPR001191,PRJ004,2025-04-06,33.03,32.97,243.92,191,Clear,0.93
DPR001192,PRJ004,2025-04-07,33.14,32.39,102.16,173,Cloudy,0.0
DPR001193,PRJ004,2025-04-08,33.25,33.26,426.96,96,Clear,0.11
DPR001194,PRJ004,2025-04-09,33.36,33.58,358.54,118,Cloudy,0.68
DPR001195,PRJ004,2025-04-10,33.47,33.32,444.07,53,Clear,0.69
DPR001196,PRJ004,2025-04-11,33.58,33.24,261.04,176,Cloudy,0.0
DPR001197,PRJ004,2025-04-12,33.69,33.66,266.42,114,Light Rain,1.38
DPR001198,PRJ004,2025-04-13,33.8,33.45,126.52,58,Cloudy,0.0
DPR001199,PRJ004,2025-04-14,33.91,34.25,348.2,191,Clear,0.02
DPR001200,PRJ004,2025-04-15,34.02,33.94,164.67,87,Cloudy,0.0
DPR001201,PRJ004,2025-04-16,34.13,34.57,328.06,114,Clear,0.27
DPR001202,PRJ004,2025-04-17,34.24,34.05,92.13,174,Heavy Rain,0.0
DPR001203,PRJ004,2025-04-18,34.35,34.22,313.58,217,Clear,1.7
DPR001204,PRJ004,2025-04-19,34.45,34.32,387.97,93,Clear,0.0
DPR001205,PRJ004,2025-04-20,34.56,34.12,106.68,93,Clear,0.0
DPR001206,PRJ004,2025-04-21,34.67,35.02,357.29,73,Heavy Rain,0.0
DPR001207,PRJ004,2025-04-22,34.78,34.53,129.27,112,Light Rain,0.82
DPR001208,PRJ004,2025-04-23,34.89,35.16,272.76,38,Clear,0.99
DPR001209,PRJ004,2025-04-24,35.0,34.51,425.72,148,Clear,0.0
DPR001210,PRJ004,2025-04-25,35.11,35.2,383.37,162,Clear,0.29
DPR001211,PRJ004,2025-04-26,35.22,34.74,210.77,58,Clear,0.09
DPR001212,PRJ004,2025-04-27,35.33,35.38,83.55,121,Light Rain,2.73
DPR001213,PRJ004,2025-04-28,35.44,35.31,260.57,195,Light Rain,1.03
DPR001214,PRJ004,2025-04-29,35.55,34.71,440.34,93,Light Rain,0.75
DPR001215,PRJ004,2025-04-30,35.66,35.17,103.14,81,Cloudy,0.0
DPR001216,PRJ004,2025-05-01,35.77,35.71,166.41,162,Clear,1.44
DPR001217,PRJ004,2025-05-02,35.88,35.83,331.95,217,Cloudy,0.0
DPR001218,PRJ004,2025-05-03,35.98,35.94,352.23,173,Clear,1.51
DPR001219,PRJ004,2025-05-04,36.09,35.76,153.64,42,Light Rain,1.93
DPR001220,PRJ004,2025-05-05,36.2,35.5,213.68,137,Cloudy,0.0
DPR001221,PRJ004,2025-05-06,36.31,36.43,86.19,36,Light Rain,0.69
DPR001222,PRJ004,2025-05-07,36.42,36.95,189.71,43,Light Rain,0.0
DPR001223,PRJ004,2025-05-08,36.53,36.13,362.04,35,Light Rain,0.33
DPR001224,PRJ004,2025-05-09,36.64,36.38,44.14,215,Heavy Rain,0.15
DPR001225,PRJ004,2025-05-10,36.75,36.51,412.87,142,Light Rain,0.38
DPR001226,PRJ004,2025-05-11,36.86,36.69,245.06,64,Clear,0.0
DPR001227,PRJ004,2025-05-12,36.97,37.02,180.51,83,Light Rain,0.05
DPR001228,PRJ004,2025-05-13,37.08,36.7,454.54,142,Clear,0.0
DPR001229,PRJ004,2025-05-14,37.19,37.52,384.94,36,Clear,0.26
DPR001230,PRJ004,2025-05-15,37.3,37.34,243.9,62,Cloudy,0.0
DPR001231,PRJ004,2025-05-16,37.4,37.86,170.26,47,Clear,1.17
DPR001232,PRJ004,2025-05-17,37.51,37.13,187.38,214,Heavy Rain,0.53
DPR001233,PRJ004,2025-05-18,37.62,37.45,263.25,78,Clear,1.62
DPR001234,PRJ004,2025-05-19,37.73,37.29,57.55,50,Clear,0.75
DPR001235,PRJ004,2025-05-20,37.84,38.5,296.24,41,Cloudy,0.36
DPR001236,PRJ004,2025-05-21,37.95,37.24,445.73,128,Cloudy,0.2
DPR001237,PRJ004,2025-05-22,38.06,37.84,50.81,44,Cloudy,0.66
DPR001238,PRJ004,2025-05-23,38.17,38.81,141.93,138,Light Rain,0.0
DPR001239,PRJ004,2025-05-24,38.28,38.34,204.54,115,Clear,0.24
DPR001240,PRJ004,2025-05-25,38.39,38.97,236.37,193,Clear,0.0
DPR001241,PRJ004,2025-05-26,38.5,38.05,229.99,207,Cloudy,0.27
DPR001242,PRJ004,2025-05-27,38.61,38.04,434.76,162,Cloudy,0.0
DPR001243,PRJ004,2025-05-28,38.72,38.54,304.85,101,Cloudy,0.97
DPR001244,PRJ004,2025-05-29,38.83,38.76,466.17,115,Heavy Rain,0.0
DPR001245,PRJ004,2025-05-30,38.93,38.49,368.45,79,Cloudy,0.17
DPR001246,PRJ004,2025-05-31,39.04,38.94,465.2,67,Light Rain,0.41
DPR001247,PRJ004,2025-06-01,39.15,39.05,343.37,110,Light Rain,1.24
DPR001248,PRJ004,2025-06-02,39.26,39.08,76.54,115,Clear,0.09
DPR001249,PRJ004,2025-06-03,39.37,39.82,155.9,105,Cloudy,1.12
DPR001250,PRJ004,2025-06-04,39.48,39.67,133.4,64,Clear,0.38
DPR001251,PRJ004,2025-06-05,39.59,39.93,149.19,113,Clear,1.55
DPR001252,PRJ004,2025-06-06,39.7,39.61,218.31,129,Light Rain,0.89
DPR001253,PRJ004,2025-06-07,39.81,39.83,394.78,97,Clear,0.0
DPR001254,PRJ004,2025-06-08,39.92,39.87,439.86,85,Cloudy,0.97
DPR001255,PRJ004,2025-06-09,40.03,40.39,346.48,157,Clear,0.31
DPR001256,PRJ004,2025-06-10,40.14,39.61,387.65,160,Clear,2.32
DPR001257,PRJ004,2025-06-11,40.25,40.66,388.28,45,Clear,0.0
DPR001258,PRJ004,2025-06-12,40.36,39.65,185.87,106,Cloudy,0.0
DPR001259,PRJ004,2025-06-13,40.46,40.18,46.44,208,Clear,0.0
DPR001260,PRJ004,2025-06-14,40.57,41.08,332.91,204,Cloudy,0.2
DPR001261,PRJ004,2025-06-15,40.68,40.58,301.9,180,Light Rain,0.0
DPR001262,PRJ004,2025-06-16,40.79,40.32,428.17,212,Clear,0.0
DPR001263,PRJ004,2025-06-17,40.9,40.79,353.46,181,Cloudy,1.25
DPR001264,PRJ004,2025-06-18,41.01,41.42,198.54,184,Clear,0.38
DPR001265,PRJ004,2025-06-19,41.12,41.37,338.96,43,Clear,0.57
DPR001266,PRJ004,2025-06-20,41.23,40.91,238.52,60,Cloudy,0.14
DPR001267,PRJ004,2025-06-21,41.34,40.57,401.9,135,Clear,0.58
DPR001268,PRJ004,2025-06-22,41.45,41.43,283.29,76,Cloudy,1.11
DPR001269,PRJ004,2025-06-23,41.56,41.68,432.11,198,Cloudy,0.55
DPR001270,PRJ004,2025-06-24,41.67,42.02,89.81,186,Cloudy,0.01
DPR001271,PRJ004,2025-06-25,41.78,42.08,312.24,123,Clear,0.0
DPR001272,PRJ004,2025-06-26,41.89,41.39,109.22,216,Cloudy,0.0
DPR001273,PRJ004,2025-06-27,41.99,42.13,103.85,149,Clear,0.22
DPR001274,PRJ004,2025-06-28,42.1,42.0,408.43,193,Cloudy,0.0
DPR001275,PRJ004,2025-06-29,42.21,42.12,235.01,190,Clear,0.0
DPR001276,PRJ004,2025-06-30,42.32,42.25,223.66,107,Clear,0.0
DPR001277,PRJ004,2025-07-01,42.43,42.28,369.6,48,Light Rain,0.0
DPR001278,PRJ004,2025-07-02,42.54,42.89,389.25,141,Clear,0.0
DPR001279,PRJ004,2025-07-03,42.65,42.42,300.59,75,Clear,1.44
DPR001280,PRJ004,2025-07-04,42.76,42.26,61.97,181,Clear,0.72
DPR001281,PRJ004,2025-07-05,42.87,42.16,306.85,51,Cloudy,0.0
DPR001282,PRJ004,2025-07-06,42.98,42.94,155.59,132,Light Rain,0.0
DPR001283,PRJ004,2025-07-07,43.09,43.28,71.26,101,Light Rain,0.56
DPR001284,PRJ004,2025-07-08,43.2,43.7,54.57,182,Cloudy,0.0
DPR001285,PRJ004,2025-07-09,43.31,43.02,176.18,184,Light Rain,1.26
DPR001286,PRJ004,2025-07-10,43.42,43.63,209.4,153,Clear,0.43
DPR001287,PRJ004,2025-07-11,43.52,43.68,469.81,44,Clear,0.75
DPR001288,PRJ004,2025-07-12,43.63,43.31,192.94,130,Cloudy,0.2
DPR001289,PRJ004,2025-07-13,43.74,43.67,309.55,89,Cloudy,0.22
DPR001290,PRJ004,2025-07-14,43.85,44.14,355.07,46,Light Rain,0.0
DPR001291,PRJ004,2025-07-15,43.96,44.36,352.88,157,Cloudy,0.66
DPR001292,PRJ004,2025-07-16,44.07,43.88,119.57,142,Cloudy,0.52
DPR001293,PRJ004,2025-07-17,44.18,43.95,330.48,89,Clear,0.11
DPR001294,PRJ004,2025-07-18,44.29,44.08,269.2,126,Heavy Rain,0.81
DPR001295,PRJ004,2025-07-19,44.4,44.49,109.73,152,Clear,0.0
DPR001296,PRJ004,2025-07-20,44.51,44.41,120.56,87,Cloudy,0.0
DPR001297,PRJ004,2025-07-21,44.62,43.93,466.24,103,Light Rain,0.0
DPR001298,PRJ004,2025-07-22,44.73,44.77,290.6,156,Cloudy,0.08
DPR001299,PRJ004,2025-07-23,44.84,45.11,310.89,51,Cloudy,0.0
DPR001300,PRJ004,2025-07-24,44.95,44.81,468.32,172,Clear,0.0
DPR001301,PRJ004,2025-07-25,45.05,45.24,318.1,99,Light Rain,0.66
DPR001302,PRJ004,2025-07-26,45.16,44.65,356.66,216,Clear,0.0
DPR001303,PRJ004,2025-07-27,45.27,45.12,220.81,142,Heavy Rain,0.71
DPR001304,PRJ004,2025-07-28,45.38,44.75,350.61,72,Clear,0.04
DPR001305,PRJ004,2025-07-29,45.49,44.79,138.85,68,Clear,1.71
DPR001306,PRJ004,2025-07-30,45.6,45.41,438.06,95,Clear,0.75
DPR001307,PRJ004,2025-07-31,45.71,45.43,192.76,87,Clear,0.0
DPR001308,PRJ004,2025-08-01,45.82,46.05,338.03,130,Cloudy,0.0
DPR001309,PRJ004,2025-08-02,45.93,46.39,135.76,112,Clear,0.0
DPR001310,PRJ004,2025-08-03,46.04,46.21,83.38,127,Clear,0.0
DPR001311,PRJ004,2025-08-04,46.15,46.11,391.81,169,Heavy Rain,0.0
DPR001312,PRJ004,2025-08-05,46.26,46.24,305.83,208,Cloudy,1.46
DPR001313,PRJ004,2025-08-06,46.37,46.65,63.37,175,Clear,0.0
DPR001314,PRJ004,2025-08-07,46.48,46.76,41.16,73,Cloudy,0.0
DPR001315,PRJ004,2025-08-08,46.58,46.8,269.56,167,Clear,0.73
DPR001316,PRJ004,2025-08-09,46.69,46.82,366.68,163,Light Rain,0.0
DPR001317,PRJ004,2025-08-10,46.8,46.34,367.46,78,Cloudy,1.43
DPR001318,PRJ004,2025-08-11,46.91,46.99,325.8,146,Clear,0.78
DPR001319,PRJ004,2025-08-12,47.02,46.91,387.0,143,Cloudy,0.0
DPR001320,PRJ004,2025-08-13,47.13,47.23,150.93,112,Light Rain,0.0
DPR001321,PRJ004,2025-08-14,47.24,46.71,142.46,111,Cloudy,0.0
DPR001322,PRJ004,2025-08-15,47.35,47.14,349.5,168,Light Rain,0.0
DPR001323,PRJ004,2025-08-16,47.46,48.01,155.52,83,Cloudy,0.66
DPR001324,PRJ004,2025-08-17,47.57,48.18,205.27,166,Light Rain,0.0
DPR001325,PRJ004,2025-08-18,47.68,47.95,353.31,189,Cloudy,1.5
DPR001326,PRJ004,2025-08-19,47.79,48.08,316.22,199,Cloudy,1.48
DPR001327,PRJ004,2025-08-20,47.9,47.66,279.77,60,Light Rain,0.0
DPR001328,PRJ004,2025-08-21,48.01,47.68,291.49,102,Clear,0.53
DPR001329,PRJ004,2025-08-22,48.11,47.75,274.34,192,Cloudy,0.0
DPR001330,PRJ004,2025-08-23,48.22,48.25,195.9,67,Clear,0.0
DPR001331,PRJ004,2025-08-24,48.33,48.59,47.08,165,Clear,0.0
DPR001332,PRJ004,2025-08-25,48.44,48.71,466.12,186,Heavy Rain,0.0
DPR001333,PRJ004,2025-08-26,48.55,48.56,176.0,216,Cloudy,0.45
DPR001334,PRJ004,2025-08-27,48.66,48.57,60.7,151,Clear,0.36
DPR001335,PRJ004,2025-08-28,48.77,48.44,265.79,178,Light Rain,1.1
DPR001336,PRJ004,2025-08-29,48.88,48.86,419.42,182,Cloudy,0.0
DPR001337,PRJ004,2025-08-30,48.99,48.74,301.41,70,Light Rain,0.99
DPR001338,PRJ004,2025-08-31,49.1,48.59,58.96,132,Clear,0.53
DPR001339,PRJ004,2025-09-01,49.21,48.91,469.56,144,Cloudy,0.0
DPR001340,PRJ004,2025-09-02,49.32,49.46,204.79,36,Clear,0.76
DPR001341,PRJ004,2025-09-03,49.43,49.21,474.09,128,Clear,1.23
DPR001342,PRJ004,2025-09-04,49.54,50.08,146.72,216,Cloudy,0.0
DPR001343,PRJ004,2025-09-05,49.64,49.54,136.88,84,Clear,0.63
DPR001344,PRJ004,2025-09-06,49.75,49.64,80.7,73,Cloudy,0.31
DPR001345,PRJ004,2025-09-07,49.86,49.65,328.78,38,Clear,0.77
DPR001346,PRJ004,2025-09-08,49.97,49.35,463.24,71,Clear,1.18
DPR001347,PRJ004,2025-09-09,50.08,49.9,164.8,216,Clear,0.0
DPR001348,PRJ004,2025-09-10,50.19,49.91,90.65,216,Clear,0.0
DPR001349,PRJ004,2025-09-11,50.3,50.1,294.89,91,Clear,0.38
DPR001350,PRJ004,2025-09-12,50.41,50.25,62.51,110,Clear,1.05
DPR001351,PRJ004,2025-09-13,50.52,50.04,456.59,99,Cloudy,0.18
DPR001352,PRJ004,2025-09-14,50.63,50.21,170.09,113,Cloudy,0.0
DPR001353,PRJ004,2025-09-15,50.74,50.26,136.34,118,Clear,0.0
DPR001354,PRJ004,2025-09-16,50.85,50.89,408.31,218,Light Rain,0.0
DPR001355,PRJ004,2025-09-17,50.96,50.85,371.75,66,Clear,0.0
DPR001356,PRJ004,2025-09-18,51.07,51.19,248.53,172,Cloudy,0.0
DPR001357,PRJ004,2025-09-19,51.17,50.97,335.89,41,Cloudy,1.37
DPR001358,PRJ004,2025-09-20,51.28,50.67,39.56,83,Clear,0.23
DPR001359,PRJ004,2025-09-21,51.39,50.93,62.72,182,Clear,0.41
DPR001360,PRJ004,2025-09-22,51.5,50.89,185.18,85,Clear,0.4
DPR001361,PRJ004,2025-09-23,51.61,52.0,337.21,46,Light Rain,0.1
DPR001362,PRJ004,2025-09-24,51.72,51.57,342.06,133,Clear,0.0
DPR001363,PRJ004,2025-09-25,51.83,51.84,38.02,88,Light Rain,0.86
DPR001364,PRJ004,2025-09-26,51.94,52.3,176.12,211,Cloudy,1.73
DPR001365,PRJ004,2025-09-27,52.05,52.26,235.49,114,Clear,0.0
DPR001366,PRJ004,2025-09-28,52.16,52.26,336.16,158,Clear,0.0
DPR001367,PRJ004,2025-09-29,52.27,52.75,104.52,146,Cloudy,0.49
DPR001368,PRJ004,2025-09-30,52.38,52.76,414.14,113,Cloudy,1.12
DPR001369,PRJ004,2025-10-01,52.49,49.64,359.09,91,Cloudy,1.96
DPR001370,PRJ004,2025-10-02,52.6,49.02,292.46,146,Light Rain,2.38
DPR001371,PRJ004,2025-10-03,52.7,49.23,459.76,118,Clear,0.0
DPR001372,PRJ004,2025-10-04,52.81,49.51,288.97,70,Light Rain,1.39
DPR001373,PRJ004,2025-10-05,52.92,49.77,354.48,156,Cloudy,0.58
DPR001374,PRJ004,2025-10-06,53.03,50.12,277.67,71,Cloudy,0.55
DPR001375,PRJ004,2025-10-07,53.14,49.85,37.55,101,Heavy Rain,0.09
DPR001376,PRJ004,2025-10-08,53.25,50.08,150.19,56,Clear,1.37
DPR001377,PRJ004,2025-10-09,53.36,49.88,64.95,42,Clear,0.0
DPR001378,PRJ004,2025-10-10,53.47,50.33,328.18,109,Cloudy,0.92
DPR001379,PRJ004,2025-10-11,53.58,50.42,254.25,107,Heavy Rain,0.88
DPR001380,PRJ004,2025-10-12,53.69,50.81,348.63,182,Cloudy,1.41
DPR001381,PRJ004,2025-10-13,53.8,50.89,472.08,196,Clear,0.59
DPR001382,PRJ004,2025-10-14,53.91,51.16,112.27,147,Cloudy,0.86
DPR001383,PRJ004,2025-10-15,54.02,50.95,328.14,216,Light Rain,0.14
DPR001384,PRJ004,2025-10-16,54.13,51.59,353.44,146,Clear,1.72
DPR001385,PRJ004,2025-10-17,54.23,50.56,123.17,64,Clear,1.26
DPR001386,PRJ004,2025-10-18,54.34,51.67,46.97,131,Clear,1.22
DPR001387,PRJ004,2025-10-19,54.45,52.14,169.83,52,Clear,0.0
DPR001388,PRJ004,2025-10-20,54.56,52.55,382.97,76,Clear,0.82
DPR001389,PRJ004,2025-10-21,54.67,52.12,411.69,211,Clear,2.06
DPR001390,PRJ004,2025-10-22,54.78,52.01,242.12,140,Heavy Rain,0.73
DPR001391,PRJ004,2025-10-23,54.89,52.11,385.11,214,Cloudy,0.84
DPR001392,PRJ004,2025-10-24,55.0,52.49,306.84,146,Cloudy,0.53
DPR001393,PRJ004,2025-10-25,55.11,51.86,439.08,200,Clear,0.69
DPR001394,PRJ004,2025-10-26,55.22,52.6,278.27,166,Clear,0.25
DPR001395,PRJ004,2025-10-27,55.33,52.18,177.57,95,Light Rain,0.0
DPR001396,PRJ004,2025-10-28,55.44,52.8,443.67,151,Clear,1.79
DPR001397,PRJ004,2025-10-29,55.55,52.16,371.8,50,Cloudy,1.79
DPR001398,PRJ004,2025-10-30,55.66,52.26,354.8,107,Clear,0.65
DPR001399,PRJ004,2025-10-31,55.76,52.79,449.95,67,Light Rain,1.25
DPR001400,PRJ004,2025-11-01,55.87,52.6,118.32,204,Clear,0.95
DPR001401,PRJ004,2025-11-02,55.98,52.53,99.28,134,Heavy Rain,0.51
DPR001402,PRJ004,2025-11-03,56.09,52.67,438.99,154,Cloudy,0.0
DPR001403,PRJ004,2025-11-04,56.2,53.4,426.17,206,Cloudy,0.16
DPR001404,PRJ004,2025-11-05,56.31,53.11,385.25,123,Clear,0.92
DPR001405,PRJ004,2025-11-06,56.42,53.42,159.62,57,Cloudy,0.18
DPR001406,PRJ004,2025-11-07,56.53,53.4,421.87,109,Heavy Rain,0.0
DPR001407,PRJ004,2025-11-08,56.64,54.0,56.13,169,Clear,0.45
DPR001408,PRJ004,2025-11-09,56.75,54.38,190.42,41,Heavy Rain,1.15
DPR001409,PRJ004,2025-11-10,56.86,53.77,224.73,143,Light Rain,2.24
DPR001410,PRJ004,2025-11-11,56.97,54.33,208.13,74,Light Rain,0.91
DPR001411,PRJ004,2025-11-12,57.08,53.71,93.8,158,Cloudy,1.07
DPR001412,PRJ004,2025-11-13,57.19,54.26,59.23,201,Clear,0.93
DPR001413,PRJ004,2025-11-14,57.29,53.88,247.15,139,Clear,0.53
DPR001414,PRJ004,2025-11-15,57.4,54.3,459.06,83,Cloudy,1.16
DPR001415,PRJ004,2025-11-16,57.51,54.54,350.25,84,Clear,1.07
DPR001416,PRJ004,2025-11-17,57.62,54.54,377.69,61,Light Rain,1.28
DPR001417,PRJ004,2025-11-18,57.73,54.58,75.7,211,Light Rain,0.38
DPR001418,PRJ004,2025-11-19,57.84,54.53,167.71,66,Light Rain,0.24
DPR001419,PRJ004,2025-11-20,57.95,55.46,279.02,156,Clear,1.47
DPR001420,PRJ004,2025-11-21,58.06,55.42,190.98,61,Clear,0.86
DPR001421,PRJ004,2025-11-22,58.17,55.05,62.9,132,Light Rain,0.25
DPR001422,PRJ004,2025-11-23,58.28,55.36,50.33,57,Clear,0.94
DPR001423,PRJ004,2025-11-24,58.39,55.31,131.16,77,Light Rain,0.5
DPR001424,PRJ004,2025-11-25,58.5,55.53,177.14,171,Heavy Rain,0.9
DPR001425,PRJ004,2025-11-26,58.61,55.9,148.37,66,Cloudy,0.17
DPR001426,PRJ004,2025-11-27,58.72,55.82,461.93,94,Cloudy,0.05
DPR001427,PRJ004,2025-11-28,58.82,56.21,375.42,89,Clear,0.26
DPR001428,PRJ004,2025-11-29,58.93,56.13,406.83,171,Clear,0.83
DPR001429,PRJ004,2025-11-30,59.04,56.75,77.95,63,Clear,1.14
DPR001430,PRJ004,2025-12-01,59.15,55.4,368.19,54,Clear,0.0
DPR001431,PRJ004,2025-12-02,59.26,56.48,301.72,219,Light Rain,0.42
DPR001432,PRJ004,2025-12-03,59.37,56.1,94.72,206,Clear,0.56
DPR001433,PRJ004,2025-12-04,59.48,57.13,194.2,53,Light Rain,0.86
DPR001434,PRJ004,2025-12-05,59.59,57.07,352.71,76,Clear,1.24
DPR001435,PRJ004,2025-12-06,59.7,56.91,320.8,103,Cloudy,1.29
DPR001436,PRJ004,2025-12-07,59.81,57.52,174.8,103,Clear,1.34
DPR001437,PRJ004,2025-12-08,59.92,56.47,274.63,128,Light Rain,2.53
DPR001438,PRJ004,2025-12-09,60.03,57.0,249.54,170,Cloudy,0.04
DPR001439,PRJ004,2025-12-10,60.14,57.04,458.99,100,Clear,1.24
DPR001440,PRJ004,2025-12-11,60.25,57.17,301.15,35,Clear,1.64
DPR001441,PRJ004,2025-12-12,60.35,58.04,240.08,104,Cloudy,0.11
DPR001442,PRJ004,2025-12-13,60.46,57.62,223.93,106,Light Rain,0.84
DPR001443,PRJ004,2025-12-14,60.57,57.66,377.12,104,Light Rain,0.71
DPR001444,PRJ004,2025-12-15,60.68,57.73,106.52,89,Clear,0.0
DPR001445,PRJ004,2025-12-16,60.79,57.6,435.03,159,Clear,0.82
DPR001446,PRJ004,2025-12-17,60.9,58.02,45.7,172,Cloudy,0.0
DPR001447,PRJ004,2025-12-18,61.01,58.01,232.49,217,Cloudy,0.0
DPR001448,PRJ004,2025-12-19,61.12,58.69,311.58,133,Cloudy,1.91
DPR001449,PRJ004,2025-12-20,61.23,58.52,61.42,159,Cloudy,0.85
DPR001450,PRJ004,2025-12-21,61.34,59.27,334.23,164,Clear,0.67
DPR001451,PRJ004,2025-12-22,61.45,58.97,191.55,41,Clear,0.0
DPR001452,PRJ004,2025-12-23,61.56,58.19,382.33,120,Light Rain,0.84
DPR001453,PRJ004,2025-12-24,61.67,58.92,84.35,176,Clear,1.23
DPR001454,PRJ004,2025-12-25,61.78,59.05,462.88,51,Cloudy,0.0
DPR001455,PRJ004,2025-12-26,61.88,58.96,154.3,120,Clear,0.51
DPR001456,PRJ004,2025-12-27,61.99,58.58,280.1,210,Clear,0.47
DPR001457,PRJ004,2025-12-28,62.1,59.0,85.0,160,Light Rain,0.45
DPR001458,PRJ004,2025-12-29,62.21,59.43,133.42,36,Cloudy,1.35
DPR001459,PRJ004,2025-12-30,62.32,59.59,178.09,149,Light Rain,0.22
DPR001460,PRJ004,2025-12-31,62.43,59.12,88.54,193,Clear,0.59
DPR001461,PRJ005,2025-01-01,25.21,24.27,469.62,56,Light Rain,0.41
DPR001462,PRJ005,2025-01-02,25.31,24.02,38.88,155,Heavy Rain,0.16
